"operational_day","estimated_avoidable_deaths","SWASFT_(SWASFT) Number of HCP Incidents","SevernSide_(Severnside) Calls Answered","BRI_Number of Admissions","NBT_Number of Admissions","WGH_Number of Admissions","Sirona - Bristol_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - NS_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - SG_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - NS_DtA P2 TOTAL BOOKED AND UN-BOOKED Waiting for capacity, medically fit and ready to leave ACUTE","Sirona - SG_DtA P2 TOTAL BOOKED AND UN-BOOKED Waiting for capacity, medically fit and ready to leave ACUTE","Sirona - Bristol_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","Sirona - NS_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","Sirona - SG_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","BRI_G&A Bed occupancy","NBT_G&A Bed occupancy","WGH_G&A Bed occupancy","North Bristol NHS Trust_Ambulance Queue","Bristol Royal Infirmary_Cohorting & Reverse Queue","North Bristol NHS Trust_Cohorting & Reverse Queue","Bristol Royal Hospital for Children_Total Breaches Since Midnight","Bristol Royal Infirmary_Total Breaches Since Midnight","North Bristol NHS Trust_Total Breaches Since Midnight","Weston_Total Breaches Since Midnight","Bristol Royal Infirmary_Ambulance Queue","Weston_Cohorting & Reverse Queue","Bristol Royal Hospital for Children_Ambulance Handovers 60mins (Since Midnight)","Bristol Royal Infirmary_Ambulance Handovers 60mins (Since Midnight)","Weston_Ambulance Handovers 60mins (Since Midnight)","Bristol Royal Hospital for Children_Handover to Clear 60mins (Since Midnight)","Bristol Royal Infirmary_Handover to Clear 60mins (Since Midnight)","Weston_Handover to Clear 60mins (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_OPEL","North Bristol NHS Trust_Ambulance Handovers 60mins (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 1 - BNSSG Mean Response (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 2 - BNSSG Mean Response (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 3 - BNSSG Mean Response (Since Midnight)","North Bristol NHS Trust_Handover to Clear 60mins (Since Midnight)","BNSSG Adult Health Community Services_OPEL","Bristol Royal Infirmary_OPEL","North Bristol NHS Trust_OPEL","SevernSide Integrated Urgent Care System_OPEL","Weston_OPEL","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 4 - BNSSG Mean Response (Since Midnight)","SevernSide Integrated Urgent Care System_Number of Cases on IUC CAS Queue","Sirona - Total_NBT NCtR >= 65 years old","Sirona - Total_NBT NCtR Beddays","Sirona - Total_NBT NCtR Patients","Sirona - Total_NBT P1 NCtR Patients","Sirona - Total_NBT P2 NCtR Patients","Sirona - Total_NBT P3 NCtR Patients","Bristol Royal Infirmary_% of patients spending >12 hours in ED","Weston_% of patients spending >12 hours in ED","Bristol Royal Infirmary_Aggregated NHSE OPEL Score","Weston_Aggregated NHSE OPEL Score","Bristol Royal Infirmary_Automated OPEL","Weston_Automated OPEL","Bristol Royal Infirmary_Majors and resuscitation occupancy (adult)","Weston_Majors and resuscitation occupancy (adult)","ICU_admissions"
2023-10-01,0.433815317204174,29,1037,147,102,46,29,14,22,22,11,23,8,5,669,900,273,0.989583333333333,3.17708333333333,2.5,14.5142857142857,47.8285714285714,39.1666666666667,11.0833333333333,1.92708333333333,1.5,0.552083333333334,8.23958333333334,0.385416666666667,0,0,0,3,10.6458333333333,457.5625,2773.43010752688,7221.79347826087,0.541666666666666,3,3,3,3.66666666666667,2,8320.20930232558,144,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-02,0.570002316091239,76,933,207,194,67,28,10,14,21,12,26,8,5,677,906,276,1.84375,3.08602150537634,3.70833333333333,11.1884057971014,43.359375,37.3020833333333,4.84615384615385,3.05208333333333,1.66463414634146,1.29166666666667,22.4270833333333,0,0.15625,0.0416666666666667,0.0104166666666667,3,4.88541666666667,628,3614.61956521739,8962.75862068966,0.166666666666667,3,3,4,4,2,8521.27906976744,231,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-03,1.44827276769725,46,744,215,232,70,25,9,16,23,9,25,9,4,666,913,275,4.62365591397849,8.81720430107527,5.20430107526882,19.5789473684211,26.4366197183099,39.5483870967742,8.78571428571428,2.09677419354839,1.82926829268293,0.40625,14.4583333333333,0.708333333333333,0,0.302083333333333,0.1875,3,10.6145833333333,631.242105263158,3171.07608695652,7623.03409090909,0.25,3,4,4,4,2,10153,31,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-04,0.557753720199263,34,666,216,186,59,29,10,17,21,10,25,8,5,650,897,275,0.904255319148936,5.21276595744681,2.34042553191489,9.22916666666667,25.96,30.9787234042553,10.6923076923077,1.29787234042553,1.33333333333333,0,7.05208333333333,0,0,0.541666666666666,0,3,12.2916666666667,540.375,2733.75,6624.08974358974,0.333333333333333,3,3,3,3.33333333333333,2,5518.5,15,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-05,0.41327730843174,37,687,227,186,65,27,13,16,18,13,25,10,4,672,895,272,1.88541666666667,3.92105263157895,4.64583333333333,3.03076923076923,23.3243243243243,45.4895833333333,12.1538461538461,0.645833333333333,1.69590643274854,0.197916666666667,1.375,0,0,0.614583333333333,0,3,3.11458333333333,473.05376344086,2233.97826086957,4025.28571428571,0.09375,3,3,3,2.66666666666667,2,884,31,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-06,0.407747172610137,55,712,212,220,69,46,26,27,20,20,23,10,4,638,895,275,2.125,2.83157894736842,3.54166666666667,6.01515151515152,28.4027777777778,44.5,12.6052631578947,0.8125,2.05847953216374,0,3.33333333333333,0,0,0.40625,0,3,7.53125,402.042105263158,1967.48387096774,5170.23333333333,0.927083333333333,3,2,3,2,2,884,26,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-07,0.35606373671765,27,1093,136,112,43,46,30,19,20,18,23,7,4,635,893,275,0.552083333333333,2.8641975308642,1.59375,8.57534246575343,32.1388888888889,36.5416666666667,15.8648648648649,0.0520833333333333,2.42105263157895,0,3.69791666666667,1.52083333333333,0.46875,1.30208333333333,0,3,2.875,463.357894736842,1388,4170.34782608696,0.510416666666667,3,2,3,2.33333333333333,2,3592.49019607843,50.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-08,0.565857175613868,27,1097,134,106,40,40,28,23,19,17,27,7,4,649,904,275,1.08333333333333,2.86111111111111,1.61458333333333,11.1267605633803,34.76,39.8854166666667,9,0.333333333333333,2.82714984181766,0,2.65625,0,0.40625,0.8125,0,2,0.104166666666667,465.021052631579,2772.70967741936,5841.54117647059,0.885416666666667,3,2,3,2.66666666666667,2,3227,178,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-09,0.41832749439581,64,895,236,184,73,38,29,17,20,19,28,7,2,675,918,275,2.51578947368421,2.37894736842105,3.63157894736842,14.3125,34.1298701298701,40.0736842105263,9.525,0,3.23324705205637,0,0.854166666666667,0,0,0,0,3,6.30208333333333,559.195652173913,2363.96842105263,6930.4606741573,1.04166666666667,3,3,3,3,3,2795.75510204082,165,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-10,0.92022064374248,50,435,223,211,77,35,23,9,17,16,27,7,1,683,914,273,5.11578947368421,6.45833333333333,4.30526315789474,11.1,29.7462686567164,36.9578947368421,14,1.58333333333333,3.63934426229508,0,6.26041666666666,1.26041666666667,0.125,0,0,3,10.3125,496.263157894737,3023.04395604396,7335.78021978022,0.708333333333333,3,3,4,3,3,1957,33,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-10-11,0.66578795877882,56,737,237,208,64,40,21,10,17,13,28,9,3,688,916,273,1.88541666666667,5.71875,4.625,16.9344262295082,23.5205479452055,50.9166666666667,11.3333333333333,1.98958333333333,2.14705882352941,0,13.6875,1.70833333333333,0,0,0.322916666666667,3,17.0833333333333,513.021276595745,3006.68131868132,9458.37647058823,0,3,3,4,1,2,1596,18,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-10-12,0.618749048105164,49,701,216,227,73,42,24,13,19,15,27,11,4,666,908,273,3.42708333333334,3.82278481012658,4.9375,9.06666666666667,25.2564102564103,43.6458333333333,25.6666666666667,0,3.03846153846154,0,4.09375,0.875,0,0.135416666666667,0.15625,3,12.8333333333333,456.229166666667,2259.14893617021,6139.30588235294,0.208333333333333,3,3,4,2,2,2351,16,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-10-13,0.34786890085169,66,738,218,203,74,49,28,12,22,20,26,12,4,647,904,273,1.11458333333333,4.28125,2.16666666666667,8.53846153846154,28.6081081081081,34.53125,8.69444444444444,0.0104166666666667,2.85,0.0729166666666666,0.333333333333333,0.40625,0,0.104166666666667,0,3,8.96875,403.425531914894,1582.74468085106,3281.16666666667,0,3,3,3,4,2,3106,22,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-10-14,0.410702809784631,34,1096,150,105,34,55,26,17,18,21,26,9,4,642,896,269,0.864583333333334,4.21875,2.19791666666667,8.52542372881356,28.1917808219178,35.2083333333333,8.17105263157894,2.33333333333333,2.78901515151515,0.40625,11.8645833333333,0.385416666666667,0,0,0,3,0.958333333333333,462.315789473684,1349.53684210526,2740.75824175824,0.395833333333333,2.66666666666667,3,3,3.5,2,4645.64705882353,39,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-10-15,0.376022478036924,22,1006,140,100,37,54,30,15,20,21,24,9,4,664,910,271,1.28125,2.46236559139785,3.0625,5.52631578947368,30,31.125,9.64102564102564,0,2.7280303030303,0,11.2708333333333,0,0,0,0.458333333333334,3,0.90625,461.821052631579,1978.76344086021,3531.69662921348,0.458333333333334,2.33333333333333,3,3,3,2,5009.4358974359,153,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-10-16,0.661687066989329,50,750,210,197,73,52,26,18,20,21,24,9,4,676,902,273,2.91666666666667,3.98913043478261,4.40625,13.3506493506494,24.6184210526316,35.4583333333333,5.93055555555556,1.21875,2.66704545454545,0.21875,7.125,0.90625,0.104166666666667,0,0,3,11.2395833333333,579.18947368421,1734.86315789474,4652.10638297872,1.72916666666667,2,3,4,1,2,6466,147,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-10-17,1.04840357393859,54,648,217,202,70,49,22,19,21,20,24,10,7,699,893,271,0.572916666666667,5.95833333333333,3.0625,15.1184210526316,20.9066666666667,29.6979166666667,11.7954545454545,1.17708333333333,2.60606060606061,0.208333333333333,8.71875,2.1875,0,0.90625,0,3,11.3020833333333,438.96875,1319.93684210526,3247.98924731183,0.46875,3,3,3,2,2,1430.46,28,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-18,0.604043697590384,57,750,230,176,54,41,18,13,17,16,25,8,8,692,897,271,0.447916666666667,6.23958333333333,1.89583333333333,10.3684210526316,19.9054054054054,27.3541666666667,11.5384615384615,3.61458333333333,2.8,0,11.8541666666667,0,0,0.572916666666667,0,3,0.40625,478.797872340426,2319.26086956522,4823.0989010989,0.8125,2,3,3,1,2,2235,17,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-19,0.634883716760607,48,672,221,194,63,39,15,17,19,14,22,8,8,691,894,271,1.92708333333333,4.66666666666667,4.27083333333333,13.2638888888889,22.3623188405797,34.1875,17.1944444444444,0.0729166666666667,3.27027027027027,0,9.5,0.979166666666667,0,0.40625,0,3,5.55208333333333,455.147368421053,1635.01075268817,4435.70238095238,0.34375,3,3,3,1.5,2,11524,23,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-20,0.396336701207407,59,776,208,198,65,39,20,22,14,13,25,10,9,656,914,271,1.73958333333333,5.38541666666667,3.76041666666667,16.5921052631579,18.375,30.2291666666667,9.27906976744186,0.229166666666667,2.46326013513514,0,0.854166666666667,0.697916666666667,0,0.5625,0,3,12.625,434.574468085106,1423.05319148936,3906.06896551724,0.40625,3,3,3,2,2,11853.6,15,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-21,0.69285493655181,25,1125,149,118,44,38,18,28,16,14,24,10,9,663,909,273,1.44791666666667,5.75,3.32291666666667,13.8285714285714,17.8051948051948,43.28125,13.425,0.53125,1.65625,0,4.08333333333333,2.10416666666667,0.1875,0.6875,0.3125,3,4.67708333333333,400.6,1031.54166666667,4367.26315789474,0.0208333333333333,3,4,3,2,2,3895,61,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-22,0.856392209787346,31,1042,143,92,44,45,18,29,16,14,22,10,9,688,890,279,3.51041666666667,5.09375,4.79166666666667,14.6891891891892,32.6857142857143,38,11.046511627907,2.44791666666667,4.32258064516129,0.25,10.4583333333333,0.833333333333333,0.34375,0.1875,0.40625,3,9.28125,399.021052631579,2100.34736842105,4589.93103448276,0.1875,3,4,4,3,3,3895,145.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-23,1.34723794535623,51,773,191,194,78,44,19,25,24,12,20,9,9,672,884,276,4.21052631578947,7.76041666666667,4.63157894736842,16.28125,36.8701298701299,36.2421052631579,6.88372093023256,1.79166666666667,6.04166666666667,0,16.9270833333333,2.05208333333333,0,0.541666666666666,0,3,16.53125,526.744680851064,2096.29473684211,5030.75824175824,0.760416666666667,3,3,4,1,3,3600,134,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-24,0.721201697295717,51,691,207,219,65,44,16,27,21,10,23,10,10,665,922,274,2.76842105263158,5.94791666666667,4.23157894736842,10.3802816901408,25.3421052631579,48.3473684210527,16.8771929824561,0.0104166666666667,4.86363636363636,0,3.375,0.8125,0,0,0,3,20.40625,589.147368421053,1839.93548387097,6715.57831325301,0.333333333333333,3,3,4,1,3,3202.5,23,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-25,0.544247340951537,51,754,208,199,62,39,19,23,19,12,18,10,9,685,888,273,1.10752688172043,5.30909090909091,3.80645161290323,11.1449275362319,13.7746478873239,51.6236559139785,13.6666666666667,0.117021276595745,1.8125,0.978723404255319,1.01063829787234,0.691489361702127,0,0,0,3,8.25531914893617,469.193548387097,1794.3152173913,6500.12941176471,0.0531914893617021,3,3,3,1,2,2805,23,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-26,0.657296439439048,44,688,206,214,71,33,27,20,24,10,18,9,9,676,877,273,1.20833333333333,3.9375,3.83333333333333,11.78125,20.8108108108108,38.9375,10.6551724137931,0.583333333333333,2.28333333333333,1.21875,1.07291666666667,1.85416666666667,0,0.197916666666667,0,3,3.85416666666667,581.157894736842,2210.89247311828,5939.67857142857,0.145833333333333,3,3,3,3,2,3313.14117647059,26,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-27,0.419044386078026,66,633,196,172,58,48,25,16,22,8,21,6,6,668,859,271,0.520833333333333,4.29166666666667,2.30208333333333,11.4833333333333,28.530303030303,42.1770833333333,8.44186046511628,0.5,2.75416666666667,0.34375,3.15625,0.333333333333333,0,0.15625,0,3,2.83333333333333,594.516483516484,2383.72631578947,5408.66666666667,0.125,3,3,3,1,2,3807.18181818182,26,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-28,0.316254363376326,49,1053,140,107,61,39,23,30,24,11,21,9,10,672,874,271,1.39583333333333,3.68085106382979,3.53125,10.7051282051282,41.9230769230769,31.3333333333333,12.6923076923077,0,3.225,0,0.489583333333334,1.53125,0,0,0.0520833333333333,3,3.77083333333334,623.631578947368,1913.98936170213,3918.94382022472,0.989583333333333,2.66666666666667,3,3,3,1,6790.05063291139,77,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-29,0.36433010315201,24,1070,149,97,45,35,23,28,24,12,20,10,10,682,848,273,0.545454545454546,4,1.875,2,25.3365384615385,36.4886363636364,11.7022792022792,0,3.69583333333333,0.340909090909091,4.51136363636364,0.931818181818182,0,0.647727272727272,0,3,5.02272727272727,523.770114942529,1665.11627906977,4085.19540229885,0.954545454545455,2.33333333333333,3,3,3,2,5645.5,162,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-30,0.598162199086833,60,801,231,201,84,52,22,29,25,13,22,10,10,692,875,274,0.59375,4.4375,1.84375,6,8.75,31.84375,10.7122507122507,0.1875,4.16666666666667,0.333333333333333,15.0416666666667,1.40625,0,1.38541666666667,0,3,0.677083333333333,537.905263157895,1975.5,6483.40963855422,0.958333333333333,2,3,3,3,3,3931.25,181,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,2000
2023-10-31,0.964278471720054,66,772,214,215,76,42,21,16,16,12,20,10,11,706,888,275,3.92553191489362,6.67708333333333,4.85106382978723,11.6538461538462,27.3188405797101,45.7872340425532,9.72222222222222,0.895833333333333,5.26,0,17.5,3.75,0,0.427083333333334,0,3,8.54166666666666,489.569892473118,2700.65934065934,6151.41379310345,0.229166666666667,2,4,3,2,2,2217,38,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-01,1.23583158707512,55,748,217,196,76,52,25,20,16,13,19,10,14,686,896,273,1.82291666666667,8.35416666666667,5,5.59722222222222,20.48,36.6666666666667,16.3142857142857,1.85416666666667,2.71428571428571,0.0520833333333333,8.4375,0.635416666666667,0,0.489583333333334,0.21875,3,17.0416666666667,506.610526315789,3288.51612903226,6172.64130434783,0,3,4,4,2.25,3,2217,32,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-02,0.825586863611031,42,667,242,195,64,48,24,20,16,11,18,8,12,692,904,264,1.51041666666667,8.22916666666667,2.85416666666667,19.1063829787234,27.2564102564103,29.59375,10.2045454545455,2.16666666666667,2.8421052631579,1.0625,20.3125,1.04166666666667,0,0.322916666666667,0.25,3,9.92708333333334,518.118279569893,2475.17204301075,7916.79545454545,0.802083333333333,3,4,3,2.5,2.5,2725.83018867925,16,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-03,0.34119688479588,48,783,204,189,67,56,16,26,14,10,18,6,12,674,862,271,1.54166666666667,6.43529411764706,3.375,10.1971830985915,29.6617647058824,35.625,16.2105263157895,1.33333333333333,2.53508771929825,0.677083333333333,14.15625,0,0,0.229166666666667,0,3,6.29166666666667,458.510869565217,1584.29166666667,4926.91666666667,1.55208333333333,3,4,3,3,2,4765.07407407407,32,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-04,0.364861561625329,42,1239,157,134,43,55,30,38,14,11,17,6,12,677,859,271,1.89583333333333,2.14925373134328,2.625,12.1944444444444,18.5733333333333,45.2916666666667,10.3214285714286,0.291666666666667,2.2280701754386,0,3.85416666666667,0,0,0.322916666666667,0,3,11.8541666666667,412.6875,1551.9052631579,4576.14772727273,1.11458333333333,3,3,3,3,2,5995.70833333333,59.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-05,0.59688371879856,30,976,127,107,43,51,30,30,14,10,16,5,15,678,861,273,1.23958333333333,3.77894736842105,2.375,9.02777777777778,40.5138888888889,42.6770833333333,17.4888888888889,1.42708333333333,1.92105263157895,0.34375,9.80208333333333,0.28125,0,0.75,0,3,1.48958333333333,419.956989247312,1776.32258064516,3995.83516483516,0.71875,3,3,3,3,3,1988.69230769231,162,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-06,0.837121593493614,66,788,201,217,70,48,28,38,14,7,16,5,15,696,892,274,1.125,6.45833333333333,2.10416666666667,15.578125,30.78125,43.53125,7.88372093023256,1.20833333333333,1.6140350877193,0,9.52083333333334,0.0625,0,0.5,0,3,6.76041666666667,499.189473684211,1790.8064516129,3192.21052631579,0.489583333333334,3,3,3,3,3,5966.375,128,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-07,0.826021549333154,66,713,235,223,73,44,17,21,15,5,10,4,14,699,885,271,2.14893617021277,8.14583333333333,4.53191489361702,16.0512820512821,14.1232876712329,27.1914893617021,8.71739130434783,3.77083333333333,1.30701754385965,0.114583333333333,8.35416666666667,0.989583333333333,0,0.416666666666666,0,3,6.1875,468.414893617021,2181.89130434783,4315.26966292135,0,3,4,3,2,2,4575.37345679012,17,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-08,0.863158535467558,51,676,216,206,60,39,10,22,13,10,9,6,13,696,900,271,0.854166666666666,8.68831168831169,3.39583333333333,9.75471698113207,20.8333333333333,31.3645833333333,9.66666666666667,3.48051948051948,1,0.322916666666667,21.8333333333333,1.125,0.28125,1.3125,0,3,7.54166666666667,463.228260869565,1535.97894736842,3806.86021505376,0,2,3,3,2,2,3184.37191358025,25,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-09,0.828879787761331,32,665,221,203,70,39,10,13,17,8,13,5,12,664,910,271,2.40625,7.64583333333333,5.05208333333333,9.7027027027027,18.8194444444444,40.4895833333333,11.05,2.9375,2.5,0.489583333333334,13.1666666666667,0.677083333333333,0,0,0.395833333333333,3,6.80208333333333,436.778947368421,2258.42391304348,4668.06741573033,0,2,4,3,4,2,1793.37037037037,28,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-10,0.406934766336906,48,612,222,186,80,40,16,15,17,6,15,7,12,675,899,272,0.473684210526316,3.85245901639344,2.47368421052632,15.7792207792208,29.1756756756757,34.0947368421053,10.5490196078431,0.208333333333333,2.46666666666667,0,17.5520833333333,3.23958333333333,0,0,0,3,9.34375,450.691489361702,2015.90322580645,4889.41304347826,0.260416666666667,3,3,3,4,2,3146.12765957447,34,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-11,0.341080087902309,30,932,150,106,43,42,16,15,16,10,13,8,13,672,894,273,0.831578947368421,2.60655737704918,2.49473684210526,13.75,24.2597402597403,33.1894736842105,10.1914893617021,0.0729166666666667,2.71981981981982,0.197916666666667,0.885416666666667,0.28125,0,0.25,0,3,0.947916666666667,443.442105263158,1295.53125,2283.21505376344,0.40625,2.66666666666667,3,3,3.66666666666667,2,4046.1022913257,60,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-12,0.509012664628646,24,907,139,104,26,44,17,21,18,11,14,7,13,662,888,273,1.08333333333333,3.72916666666667,3.4375,10.1973684210526,42.2297297297297,32.2395833333333,21.6190476190476,1.14583333333333,2.97297297297297,0.0729166666666667,5.11458333333333,3.39583333333333,0,0.84375,0,3,4.08333333333334,502.333333333333,1750.6947368421,4294.10752688172,0,2.33333333333333,3,3,3.33333333333333,2,4946.07692307692,151.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-13,0.534403293221663,59,795,226,235,73,40,14,12,18,8,14,7,13,696,898,273,0.427083333333333,4.96875,2.59375,12.9210526315789,35.16,39.7395833333333,10.4838709677419,0.78125,2.9,0.635416666666667,9.88541666666667,0.1875,0,0.645833333333333,0.03125,3,4.01041666666667,496.021276595745,1120.56842105263,3393.61290322581,0.09375,2,3,3,3,3,2200.375,166,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-14,0.763813129604692,56,767,232,207,67,38,16,6,18,9,12,8,13,694,892,273,1.37894736842105,6.89583333333333,4.26315789473684,19.5,23.8947368421053,35.5789473684211,11.8,1.95833333333333,2.82222222222222,0.489583333333334,12.4375,0.0625,0,0.489583333333334,0.510416666666666,3,2.07291666666666,447.14606741573,1904.98936170213,3384.14893617021,0.677083333333333,2,3,4,3,2,8970.38775510204,31,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-15,0.377484369910645,61,716,237,210,73,34,12,24,15,7,13,9,13,701,894,271,1.57291666666667,5.8125,3.3125,20.0285714285714,18.013698630137,40.8541666666667,9.73529411764706,0.458333333333334,3.07378917378917,0,10.4375,0.552083333333334,0,0,0.489583333333334,3,10.2708333333333,452.747368421053,1687.17021276596,3875.08791208791,1.21875,3,3,3,3,2,1495,28,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-16,0.642839343023605,51,638,229,235,75,37,17,11,21,9,12,9,11,700,895,271,0.927083333333333,5.30208333333333,2.77083333333333,13.2702702702703,23.3918918918919,32.4270833333333,11.675,1.19791666666667,3.32535612535613,0,3.91666666666667,0.947916666666667,0,0,0,3,1.1875,394,1810.72340425532,4591.46153846154,0.40625,2,3,3,3,2,1991,42,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-17,0.368979866685794,48,672,204,186,57,39,0,8,21,9,12,9,12,687,858,270,1.16666666666667,2.66666666666667,2.48958333333333,14.7123287671233,23.9402985074627,34.6354166666667,19.3958333333333,0.40625,3.57692307692308,0,4.75,0.520833333333334,0,0.28125,0,3,3.01041666666667,473.326315789474,1714.64893617021,4049.11764705882,0.333333333333333,2,3,3,4,2,972,38,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-18,0.556230352362369,30,1003,146,93,55,27,26,19,23,14,15,8,15,676,864,273,0.458333333333333,5.14583333333333,1.83333333333333,13.3150684931507,19,28.9583333333333,7.08510638297872,0.0104166666666667,2.9957264957265,0,3.4375,0,0,0,0,3,0.5625,451.473684210526,1642.06451612903,3670.08791208791,0.9375,2.33333333333333,3,3,3.75,2,923,64.5,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-19,0.748167365078615,32,936,133,95,45,22,18,13,22,12,15,8,15,688,878,273,1.29166666666667,7.3125,3.54166666666667,15.8783783783784,27.4714285714286,22.5625,17.975,0,2.41452991452991,0.427083333333333,0,0.84375,0,0.395833333333333,0.0625,3,0.104166666666667,456.157894736842,1983.58333333333,4121.90804597701,0.21875,2.66666666666667,3,3,3.5,2,1568.15625,169,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-20,0.817018817072467,51,797,227,200,74,38,13,9,21,14,16,8,15,708,909,273,0.770833333333333,7.19791666666667,2.72916666666667,24.359375,30.171875,28.75,7.02439024390244,0.0208333333333333,1.83333333333333,1.76041666666667,0,1.10416666666667,0.25,0,0,3,0.5,458.542553191489,1304.48421052632,2537.63829787234,0.760416666666667,3,3,3,3.25,2.5,6809.27083333333,128,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-21,0.672425354638917,42,707,225,230,77,36,5,3,24,18,13,10,14,710,901,276,1.52127659574468,7.48958333333333,3.19148936170213,20.9275362318841,18.1739130434783,43.7234042553192,12.3333333333333,1.47916666666667,3.12244897959184,1.92553191489362,6.97872340425532,1.98936170212766,0,0.468085106382978,0,3,3.09574468085106,422.936170212766,1476.35164835165,3546.74725274725,0.5,3,3,3,3,3,13466.3333333333,13,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
2023-11-22,0.728886877741639,46,716,231,203,71,35,17,6,24,20,22,7,16,718,886,276,1.78947368421053,5.77083333333333,4.12631578947368,19.7142857142857,31.6478873239437,28.1368421052631,17.1063829787234,2.60416666666667,4.9811320754717,0,14.2553191489362,5.70212765957447,0.0851063829787234,0.223404255319149,0.436170212765957,3,0.872340425531914,507.4,1858.23655913978,5982.2183908046,0.0212765957446809,3,3,3,2,3,17653,21,216,4022,249,40,31,49,14,45,30,24,3,3,67,50,0
